Tanggal,Musim,Tahun,Bulan,holiday,weekday,workingday,Cuaca,Reguler,Member,Ttl_Penyewa
2012-08-06,Fall,1,Aug,0,Senin,1,Berkabut/Berawan,1233,5780,7013
2012-08-07,Fall,1,Aug,0,Selasa,1,Berkabut/Berawan,1278,5995,7273
2012-08-08,Fall,1,Aug,0,Rabu,1,Berkabut/Berawan,1263,6271,7534
2012-08-09,Fall,1,Aug,0,Kamis,1,Cerah/Sebagian Berawan,1196,6090,7286
2012-08-10,Fall,1,Aug,0,Jumat,1,Berkabut/Berawan,1065,4721,5786
2012-08-11,Fall,1,Aug,0,Sabtu,0,Berkabut/Berawan,2247,4052,6299
2012-08-12,Fall,1,Aug,0,Minggu,0,Cerah/Sebagian Berawan,2182,4362,6544
2012-08-13,Fall,1,Aug,0,Senin,1,Cerah/Sebagian Berawan,1207,5676,6883
2012-08-14,Fall,1,Aug,0,Selasa,1,Cerah/Sebagian Berawan,1128,5656,6784
2012-08-15,Fall,1,Aug,0,Rabu,1,Cerah/Sebagian Berawan,1198,6149,7347
2012-08-16,Fall,1,Aug,0,Kamis,1,Cerah/Sebagian Berawan,1338,6267,7605
2012-08-17,Fall,1,Aug,0,Jumat,1,Cerah/Sebagian Berawan,1483,5665,7148
2012-08-18,Fall,1,Aug,0,Sabtu,0,Cerah/Sebagian Berawan,2827,5038,7865
2012-08-19,Fall,1,Aug,0,Minggu,0,Berkabut/Berawan,1208,3341,4549
2012-08-20,Fall,1,Aug,0,Senin,1,Berkabut/Berawan,1026,5504,6530
2012-08-21,Fall,1,Aug,0,Selasa,1,Cerah/Sebagian Berawan,1081,5925,7006
2012-08-22,Fall,1,Aug,0,Rabu,1,Cerah/Sebagian Berawan,1094,6281,7375
2012-08-23,Fall,1,Aug,0,Kamis,1,Cerah/Sebagian Berawan,1363,6402,7765
2012-08-24,Fall,1,Aug,0,Jumat,1,Berkabut/Berawan,1325,6257,7582
2012-08-25,Fall,1,Aug,0,Sabtu,0,Berkabut/Berawan,1829,4224,6053
2012-08-26,Fall,1,Aug,0,Minggu,0,Berkabut/Berawan,1483,3772,5255
2012-08-27,Fall,1,Aug,0,Senin,1,Cerah/Sebagian Berawan,989,5928,6917
2012-08-28,Fall,1,Aug,0,Selasa,1,Cerah/Sebagian Berawan,935,6105,7040
2012-08-29,Fall,1,Aug,0,Rabu,1,Cerah/Sebagian Berawan,1177,6520,7697
2012-08-30,Fall,1,Aug,0,Kamis,1,Cerah/Sebagian Berawan,1172,6541,7713
2012-08-31,Fall,1,Aug,0,Jumat,1,Cerah/Sebagian Berawan,1433,5917,7350
2012-09-01,Fall,1,Sep,0,Sabtu,0,Berkabut/Berawan,2352,3788,6140
2012-09-02,Fall,1,Sep,0,Minggu,0,Berkabut/Berawan,2613,3197,5810
2012-09-03,Fall,1,Sep,1,Senin,0,Cerah/Sebagian Berawan,1965,4069,6034
2012-09-04,Fall,1,Sep,0,Selasa,1,Cerah/Sebagian Berawan,867,5997,6864
2012-09-05,Fall,1,Sep,0,Rabu,1,Cerah/Sebagian Berawan,832,6280,7112
2012-09-06,Fall,1,Sep,0,Kamis,1,Berkabut/Berawan,611,5592,6203
2012-09-07,Fall,1,Sep,0,Jumat,1,Cerah/Sebagian Berawan,1045,6459,7504
2012-09-08,Fall,1,Sep,0,Sabtu,0,Berkabut/Berawan,1557,4419,5976
2012-09-09,Fall,1,Sep,0,Minggu,0,Cerah/Sebagian Berawan,2570,5657,8227
2012-09-10,Fall,1,Sep,0,Senin,1,Cerah/Sebagian Berawan,1118,6407,7525
2012-09-11,Fall,1,Sep,0,Selasa,1,Cerah/Sebagian Berawan,1070,6697,7767
2012-09-12,Fall,1,Sep,0,Rabu,1,Cerah/Sebagian Berawan,1050,6820,7870
2012-09-13,Fall,1,Sep,0,Kamis,1,Cerah/Sebagian Berawan,1054,6750,7804
2012-09-14,Fall,1,Sep,0,Jumat,1,Cerah/Sebagian Berawan,1379,6630,8009
2012-09-15,Fall,1,Sep,0,Sabtu,0,Cerah/Sebagian Berawan,3160,5554,8714
2012-09-16,Fall,1,Sep,0,Minggu,0,Cerah/Sebagian Berawan,2166,5167,7333
2012-09-17,Fall,1,Sep,0,Senin,1,Berkabut/Berawan,1022,5847,6869
2012-09-18,Fall,1,Sep,0,Selasa,1,Berkabut/Berawan,371,3702,4073
2012-09-19,Fall,1,Sep,0,Rabu,1,Cerah/Sebagian Berawan,788,6803,7591
2012-09-20,Fall,1,Sep,0,Kamis,1,Cerah/Sebagian Berawan,939,6781,7720
2012-09-21,Fall,1,Sep,0,Jumat,1,Cerah/Sebagian Berawan,1250,6917,8167
2012-09-22,Fall,1,Sep,0,Sabtu,0,Cerah/Sebagian Berawan,2512,5883,8395
2012-09-23,Winter,1,Sep,0,Minggu,0,Cerah/Sebagian Berawan,2454,5453,7907
2012-09-24,Winter,1,Sep,0,Senin,1,Cerah/Sebagian Berawan,1001,6435,7436
2012-09-25,Winter,1,Sep,0,Selasa,1,Cerah/Sebagian Berawan,845,6693,7538
2012-09-26,Winter,1,Sep,0,Rabu,1,Cerah/Sebagian Berawan,787,6946,7733
2012-09-27,Winter,1,Sep,0,Kamis,1,Berkabut/Berawan,751,6642,7393
2012-09-28,Winter,1,Sep,0,Jumat,1,Berkabut/Berawan,1045,6370,7415
2012-09-29,Winter,1,Sep,0,Sabtu,0,Cerah/Sebagian Berawan,2589,5966,8555
2012-09-30,Winter,1,Sep,0,Minggu,0,Cerah/Sebagian Berawan,2015,4874,6889
2012-10-01,Winter,1,Oct,0,Senin,1,Berkabut/Berawan,763,6015,6778
2012-10-02,Winter,1,Oct,0,Selasa,1,Salju Ringan/Hujan,315,4324,4639
2012-10-03,Winter,1,Oct,0,Rabu,1,Berkabut/Berawan,728,6844,7572
2012-10-04,Winter,1,Oct,0,Kamis,1,Berkabut/Berawan,891,6437,7328
2012-10-05,Winter,1,Oct,0,Jumat,1,Cerah/Sebagian Berawan,1516,6640,8156
2012-10-06,Winter,1,Oct,0,Sabtu,0,Cerah/Sebagian Berawan,3031,4934,7965
2012-10-07,Winter,1,Oct,0,Minggu,0,Berkabut/Berawan,781,2729,3510
2012-10-08,Winter,1,Oct,1,Senin,0,Berkabut/Berawan,874,4604,5478
2012-10-09,Winter,1,Oct,0,Selasa,1,Berkabut/Berawan,601,5791,6392
2012-10-10,Winter,1,Oct,0,Rabu,1,Cerah/Sebagian Berawan,780,6911,7691
2012-10-11,Winter,1,Oct,0,Kamis,1,Cerah/Sebagian Berawan,834,6736,7570
2012-10-12,Winter,1,Oct,0,Jumat,1,Cerah/Sebagian Berawan,1060,6222,7282
2012-10-13,Winter,1,Oct,0,Sabtu,0,Cerah/Sebagian Berawan,2252,4857,7109
2012-10-14,Winter,1,Oct,0,Minggu,0,Cerah/Sebagian Berawan,2080,4559,6639
2012-10-15,Winter,1,Oct,0,Senin,1,Berkabut/Berawan,760,5115,5875
2012-10-16,Winter,1,Oct,0,Selasa,1,Cerah/Sebagian Berawan,922,6612,7534
2012-10-17,Winter,1,Oct,0,Rabu,1,Cerah/Sebagian Berawan,979,6482,7461
2012-10-18,Winter,1,Oct,0,Kamis,1,Berkabut/Berawan,1008,6501,7509
2012-10-19,Winter,1,Oct,0,Jumat,1,Berkabut/Berawan,753,4671,5424
2012-10-20,Winter,1,Oct,0,Sabtu,0,Cerah/Sebagian Berawan,2806,5284,8090
2012-10-21,Winter,1,Oct,0,Minggu,0,Cerah/Sebagian Berawan,2132,4692,6824
2012-10-22,Winter,1,Oct,0,Senin,1,Cerah/Sebagian Berawan,830,6228,7058
2012-10-23,Winter,1,Oct,0,Selasa,1,Cerah/Sebagian Berawan,841,6625,7466
2012-10-24,Winter,1,Oct,0,Rabu,1,Cerah/Sebagian Berawan,795,6898,7693
2012-10-25,Winter,1,Oct,0,Kamis,1,Berkabut/Berawan,875,6484,7359
2012-10-26,Winter,1,Oct,0,Jumat,1,Berkabut/Berawan,1182,6262,7444
2012-10-27,Winter,1,Oct,0,Sabtu,0,Berkabut/Berawan,2643,5209,7852
2012-10-28,Winter,1,Oct,0,Minggu,0,Berkabut/Berawan,998,3461,4459
2012-10-29,Winter,1,Oct,0,Senin,1,Salju Ringan/Hujan,2,20,22
2012-10-30,Winter,1,Oct,0,Selasa,1,Berkabut/Berawan,87,1009,1096
2012-10-31,Winter,1,Oct,0,Rabu,1,Berkabut/Berawan,419,5147,5566
2012-11-01,Winter,1,Nov,0,Kamis,1,Berkabut/Berawan,466,5520,5986
2012-11-02,Winter,1,Nov,0,Jumat,1,Cerah/Sebagian Berawan,618,5229,5847
2012-11-03,Winter,1,Nov,0,Sabtu,0,Berkabut/Berawan,1029,4109,5138
2012-11-04,Winter,1,Nov,0,Minggu,0,Cerah/Sebagian Berawan,1201,3906,5107
2012-11-05,Winter,1,Nov,0,Senin,1,Cerah/Sebagian Berawan,378,4881,5259
2012-11-06,Winter,1,Nov,0,Selasa,1,Cerah/Sebagian Berawan,466,5220,5686
2012-11-07,Winter,1,Nov,0,Rabu,1,Berkabut/Berawan,326,4709,5035
2012-11-08,Winter,1,Nov,0,Kamis,1,Cerah/Sebagian Berawan,340,4975,5315
2012-11-09,Winter,1,Nov,0,Jumat,1,Cerah/Sebagian Berawan,709,5283,5992
2012-11-10,Winter,1,Nov,0,Sabtu,0,Cerah/Sebagian Berawan,2090,4446,6536
2012-11-11,Winter,1,Nov,0,Minggu,0,Cerah/Sebagian Berawan,2290,4562,6852
2012-11-12,Winter,1,Nov,1,Senin,0,Cerah/Sebagian Berawan,1097,5172,6269
2012-11-13,Winter,1,Nov,0,Selasa,1,Berkabut/Berawan,327,3767,4094
2012-11-14,Winter,1,Nov,0,Rabu,1,Cerah/Sebagian Berawan,373,5122,5495
2012-11-15,Winter,1,Nov,0,Kamis,1,Berkabut/Berawan,320,5125,5445
2012-11-16,Winter,1,Nov,0,Jumat,1,Cerah/Sebagian Berawan,484,5214,5698
2012-11-17,Winter,1,Nov,0,Sabtu,0,Cerah/Sebagian Berawan,1313,4316,5629
2012-11-18,Winter,1,Nov,0,Minggu,0,Cerah/Sebagian Berawan,922,3747,4669
2012-11-19,Winter,1,Nov,0,Senin,1,Berkabut/Berawan,449,5050,5499
2012-11-20,Winter,1,Nov,0,Selasa,1,Berkabut/Berawan,534,5100,5634
2012-11-21,Winter,1,Nov,0,Rabu,1,Cerah/Sebagian Berawan,615,4531,5146
2012-11-22,Winter,1,Nov,1,Kamis,0,Cerah/Sebagian Berawan,955,1470,2425
2012-11-23,Winter,1,Nov,0,Jumat,1,Cerah/Sebagian Berawan,1603,2307,3910
2012-11-24,Winter,1,Nov,0,Sabtu,0,Cerah/Sebagian Berawan,532,1745,2277
2012-11-25,Winter,1,Nov,0,Minggu,0,Cerah/Sebagian Berawan,309,2115,2424
2012-11-26,Winter,1,Nov,0,Senin,1,Cerah/Sebagian Berawan,337,4750,5087
2012-11-27,Winter,1,Nov,0,Selasa,1,Berkabut/Berawan,123,3836,3959
2012-11-28,Winter,1,Nov,0,Rabu,1,Cerah/Sebagian Berawan,198,5062,5260
2012-11-29,Winter,1,Nov,0,Kamis,1,Cerah/Sebagian Berawan,243,5080,5323
2012-11-30,Winter,1,Nov,0,Jumat,1,Cerah/Sebagian Berawan,362,5306,5668
2012-12-01,Winter,1,Dec,0,Sabtu,0,Berkabut/Berawan,951,4240,5191
2012-12-02,Winter,1,Dec,0,Minggu,0,Berkabut/Berawan,892,3757,4649
2012-12-03,Winter,1,Dec,0,Senin,1,Cerah/Sebagian Berawan,555,5679,6234
2012-12-04,Winter,1,Dec,0,Selasa,1,Cerah/Sebagian Berawan,551,6055,6606
2012-12-05,Winter,1,Dec,0,Rabu,1,Cerah/Sebagian Berawan,331,5398,5729
2012-12-06,Winter,1,Dec,0,Kamis,1,Cerah/Sebagian Berawan,340,5035,5375
2012-12-07,Winter,1,Dec,0,Jumat,1,Berkabut/Berawan,349,4659,5008
2012-12-08,Winter,1,Dec,0,Sabtu,0,Berkabut/Berawan,1153,4429,5582
2012-12-09,Winter,1,Dec,0,Minggu,0,Berkabut/Berawan,441,2787,3228
2012-12-10,Winter,1,Dec,0,Senin,1,Berkabut/Berawan,329,4841,5170
2012-12-11,Winter,1,Dec,0,Selasa,1,Berkabut/Berawan,282,5219,5501
2012-12-12,Winter,1,Dec,0,Rabu,1,Berkabut/Berawan,310,5009,5319
2012-12-13,Winter,1,Dec,0,Kamis,1,Cerah/Sebagian Berawan,425,5107,5532
2012-12-14,Winter,1,Dec,0,Jumat,1,Cerah/Sebagian Berawan,429,5182,5611
2012-12-15,Winter,1,Dec,0,Sabtu,0,Cerah/Sebagian Berawan,767,4280,5047
2012-12-16,Winter,1,Dec,0,Minggu,0,Berkabut/Berawan,538,3248,3786
2012-12-17,Winter,1,Dec,0,Senin,1,Berkabut/Berawan,212,4373,4585
2012-12-18,Winter,1,Dec,0,Selasa,1,Cerah/Sebagian Berawan,433,5124,5557
2012-12-19,Winter,1,Dec,0,Rabu,1,Cerah/Sebagian Berawan,333,4934,5267
2012-12-20,Winter,1,Dec,0,Kamis,1,Berkabut/Berawan,314,3814,4128
2012-12-21,Spring,1,Dec,0,Jumat,1,Berkabut/Berawan,221,3402,3623
2012-12-22,Spring,1,Dec,0,Sabtu,0,Cerah/Sebagian Berawan,205,1544,1749
2012-12-23,Spring,1,Dec,0,Minggu,0,Cerah/Sebagian Berawan,408,1379,1787
2012-12-24,Spring,1,Dec,0,Senin,1,Berkabut/Berawan,174,746,920
2012-12-25,Spring,1,Dec,1,Selasa,0,Berkabut/Berawan,440,573,1013
2012-12-26,Spring,1,Dec,0,Rabu,1,Salju Ringan/Hujan,9,432,441
2012-12-27,Spring,1,Dec,0,Kamis,1,Berkabut/Berawan,247,1867,2114
2012-12-28,Spring,1,Dec,0,Jumat,1,Berkabut/Berawan,644,2451,3095
2012-12-29,Spring,1,Dec,0,Sabtu,0,Berkabut/Berawan,159,1182,1341
2012-12-30,Spring,1,Dec,0,Minggu,0,Cerah/Sebagian Berawan,364,1432,1796
2012-12-31,Spring,1,Dec,0,Senin,1,Berkabut/Berawan,439,2290,2729
